initial,last,min
2.0171006,1.0972214,1.0652648
1.9405662,1.1234498,0.76213104
2.886243,0.8451283,0.7841275
2.961367,1.4108669,1.3974627
1.9958683,1.0445853,1.0058157
1.8475595,1.1446767,1.1285883
1.7182852,0.9840085,0.9556428
4.140491,2.194497,2.1748066
2.296232,1.1072692,1.0675907
1.1796374,0.8418693,0.8418693
1.8503544,0.35148764,0.27051267
1.7272483,0.912753,0.9117502
2.3958602,1.252875,1.2282199
3.0545235,1.8276502,1.8049225
2.375799,1.1940532,1.1877289
3.6320946,1.3042033,1.298317
2.418015,1.0946342,1.0764412
2.0785215,0.42557335,0.37446728
3.2368834,1.3896836,1.3896836
1.8916497,0.3346438,0.32185158
