initial,last,min
1.9013664,0.40710142,0.20919527
1.7525394,0.79873294,0.79197484
2.4944043,1.2249299,1.2249299
3.273153,1.8494699,1.8339206
2.4399166,0.5573207,0.48833027
3.7428918,0.42958128,0.12872314
2.490671,1.1030438,0.93360347
2.2027314,0.16691302,0.14312312
3.3056586,1.2137321,1.1821489
1.8944443,0.29926646,0.12850678
2.1820953,1.1900481,0.85877913
1.8236337,0.24950115,0.094246335
2.0194504,0.9340817,0.9305987
2.039101,0.2871163,0.2871163
1.9524996,0.25547114,0.24121444
1.7690059,0.0027082865,0.0024522191
1.93731,0.30236462,0.09329678
1.273407,0.061801046,0.009149292
1.4186058,0.8334393,0.8294668
2.1739073,1.055977,1.0502505
