initial,last,min
1.8974999,1.2547722,1.1192884
1.7963274,0.50482845,0.49354836
2.4978197,0.08790639,0.033825282
3.1908805,1.341403,1.3199052
2.3923614,1.429654,1.0281022
3.7516909,0.8997953,0.8997953
2.4960616,0.8444411,0.65235513
2.1604424,0.86606514,0.7481172
3.332556,0.088703305,0.088703305
1.9899366,0.10617421,0.078551576
2.1953683,1.0337093,0.6632362
1.7978845,0.10282712,0.08801123
2.0040817,0.9153112,0.9149354
2.1058974,0.41779622,0.102689885
1.9339736,0.993327,0.993327
1.7618548,0.107275285,0.1046946
1.9154594,0.12081943,0.06943608
1.268886,0.8358802,0.6990222
1.4187406,1.2681946,0.20013863
2.2170014,0.9073092,0.8639943
