initial,last,min
1.9224578,0.2906402,0.2906402
1.7447138,0.73831254,0.73831254
2.504353,1.0157772,1.0070298
3.2683115,0.82328403,0.43412107
2.4896412,0.07276073,0.028478697
3.7062702,0.23094366,0.23094366
2.4999113,0.91859704,0.91859704
2.1538327,0.107508846,0.07849872
3.381381,0.34252125,0.11804595
2.0057883,1.243201,1.2312311
2.2593033,0.750608,0.750608
1.8647916,0.056033935,0.041962877
2.0318906,0.9955981,0.95344126
2.0049317,0.045638446,0.043287434
1.9024162,0.30378023,0.100050576
1.7377439,0.84532714,0.046471037
1.9318327,0.16481784,0.12213351
1.2921715,0.08895709,0.039352544
1.4715304,0.53674287,0.53674287
2.1916127,0.35627055,0.35627055
