initial,last,min
1.4407421,0.68380356,0.66753644
2.8640018,0.0974354,0.089334905
1.7975845,0.034039415,0.030897776
1.5657316,0.7419456,0.7070011
2.0314634,0.01352584,0.012225422
1.9867914,0.9658497,0.95891273
2.1259499,0.052302025,0.052276347
2.0561762,0.925132,0.925132
1.9352201,0.105209954,0.099707775
1.4990413,0.052220274,0.049417313
1.9157492,0.101577714,0.095594294
2.562244,0.48046482,0.4683637
1.8344454,0.9398783,0.90238
2.4912796,0.09575352,0.08329781
1.9137673,1.1626204,1.1439071
1.4715492,0.25291908,0.25291908
2.4040494,0.35740122,0.29565158
1.6585453,0.8200223,0.8200223
3.0497162,0.230486,0.19699168
1.6472249,0.028462322,0.023158053
1.6244248,0.90386075,0.8925256
1.8655678,0.890901,0.7005997
1.6382507,0.4295806,0.4295806
2.8516958,1.3682166,1.3682166
2.0821214,0.12253932,0.115173444
2.8340473,1.2696366,1.25443
1.745935,1.051705,1.0436274
2.807713,0.3014667,0.27966255
1.6689459,0.07192395,0.063558355
1.6827549,1.0762457,1.0621618
1.9353169,0.5005301,0.5005301
2.4490495,1.0359449,1.0234509
1.8525765,0.12380945,0.117454074
5.052817,2.0452838,2.0452838
3.0609708,1.3081712,1.2757849
2.027674,0.025106234,0.021932557
2.24274,0.8827024,0.8819062
2.3568707,0.11335717,0.11269071
2.600257,0.14485852,0.1366585
1.9843831,0.052730534,0.047851298
1.7568083,0.7539193,0.734977
2.0651371,0.13100906,0.12514912
2.1073844,0.024587698,0.020941649
1.7570785,1.0229527,1.0146054
1.8701673,0.031998683,0.0292124
2.4844153,0.06750757,0.06240855
2.7254705,1.7027792,1.7027792
2.1606483,0.14041214,0.12615769
4.180501,2.3362367,2.3109565
2.4444785,1.0446746,1.0170032
