initial,last,min
1.4416672,0.6703175,0.6630391
2.8695252,0.046719894,0.034508314
1.8373822,0.8609323,0.78617316
1.5745745,0.7102173,0.7102173
2.0093277,0.035400085,0.032810252
1.9794294,0.7086201,0.7074678
2.1132214,1.0274072,1.0264891
2.0434446,0.9209279,0.9209279
1.9537816,0.047872394,0.036584634
1.5039408,0.071863644,0.070786044
1.9004555,0.13125126,0.12997352
2.5654163,0.05342907,0.051134262
1.8441219,0.7427888,0.735872
2.4383867,0.12245683,0.12245683
1.9009874,0.084463574,0.07219172
1.4913852,0.01665773,0.016592447
2.5159252,0.7170449,0.69433326
1.6543998,0.13032953,0.118821226
3.0526862,2.1043043,2.0960817
1.6489064,0.5798476,0.5767979
1.6248425,0.91857785,0.9010717
1.8831693,0.97726226,0.96624947
1.5252436,0.7820239,0.766237
2.8516958,1.1277674,1.1277674
2.0731997,0.15650865,0.14397006
2.8901029,1.0759685,1.0652434
1.7680961,0.26494563,0.26494563
2.85139,0.36940983,0.34993258
1.6165062,0.7476886,0.60193884
1.7135943,0.60221165,0.595144
1.9455711,0.61466086,0.61466086
2.4426007,1.1344792,1.1014208
1.7919466,0.017180359,0.014457161
5.1329026,2.0847397,2.0431943
3.0634832,1.2917438,1.2362686
2.0961158,0.15024845,0.11515125
2.2333703,0.75772554,0.750105
2.3549433,0.10168225,0.0887603
2.5968902,0.38285083,0.34069127
1.9909792,0.32661945,0.32661945
1.7190379,0.81869304,0.77913547
2.118517,0.23872358,0.23381984
2.1198485,0.19104704,0.19104704
1.7401361,0.79456836,0.79201883
1.8666751,0.22647546,0.22315754
2.4645774,0.7044355,0.6114829
2.7235076,0.38614684,0.32924253
2.1999571,0.80700827,0.79720265
4.2043977,0.37401873,0.3154263
2.4149494,1.3595268,1.3371166
