initial,last,min
2.0214777,0.55068296,0.5355278
1.8869936,1.0181017,0.9941507
2.9083261,0.7967332,0.718238
2.9156494,0.39572224,0.33263138
1.9866184,0.9878742,0.9712469
1.8487998,1.131592,1.1173258
1.6699325,0.052394774,0.042209756
4.142595,1.8338928,1.7304821
2.2487988,0.051296055,0.051296055
1.1709181,0.7683025,0.7632714
1.8588562,0.17643054,0.16180749
1.728697,0.46592197,0.46346873
2.4141564,0.54613364,0.525887
3.104754,1.1181616,1.1110444
2.358973,0.15634632,0.15466587
3.6056745,0.6904638,0.6742429
2.395686,0.9499173,0.9499173
2.0956764,0.08092096,0.07274056
3.2100236,1.2252026,1.1981468
1.8435198,1.0185611,1.0019937
