initial,last,min
2.0034537,0.3091857,0.054442775
1.9337199,0.3980122,0.20489967
2.911875,0.6291204,0.32906985
2.9485133,0.51545185,0.41487375
1.9911364,1.0587567,0.45678854
1.8468386,1.0168244,1.0164076
1.6534878,1.1104758,0.62820244
4.1257105,2.2458465,2.1116111
2.2396371,1.2494816,1.153189
1.1633246,0.63752645,0.63644147
1.8498455,0.24228767,0.21677022
1.7052174,1.0716274,0.9951862
2.3958879,1.3804255,1.2358701
3.0727193,2.0369613,2.0258884
2.3729239,1.330776,1.247767
3.6110811,1.4977503,1.4056954
2.4187162,0.5741405,0.354092
2.0961032,1.119782,1.1194547
3.215598,0.82986945,0.37135178
1.8462385,0.55629665,0.55629665
