initial,last,min
2.0010827,1.1438572,0.9657661
1.9145159,1.6889908,1.130608
2.9326878,1.2107763,1.2015356
2.909652,0.9833183,0.88536566
1.9728917,1.1505476,1.0484388
1.8584445,1.0078396,0.9930475
1.6680357,1.2009101,0.84990937
4.1397643,2.090342,2.0832257
2.253327,0.12939796,0.08538764
1.1711046,0.82033414,0.8007762
1.8537078,1.1365983,1.1365983
1.7318752,1.008462,0.57988226
2.3958879,0.7172436,0.7172436
3.093583,1.9489013,1.6896505
2.3653028,0.6900061,0.19127513
3.6152596,0.3043885,0.29609352
2.393808,0.9999184,0.77170813
2.0676641,0.93245655,0.7779229
3.1784887,1.3147544,1.3147544
1.8809708,1.060175,0.1873748
