initial,last,min
1.9929272,0.14695342,0.060866628
1.9267155,0.13382599,0.069457985
2.8855152,1.8228208,1.3843584
2.9247935,1.1182147,1.1138797
1.9860817,0.13598745,0.13598745
1.836329,1.1474444,0.93529487
1.6483421,0.3162545,0.032230448
4.1425204,2.7354143,2.1442943
2.2013278,0.12223809,0.07504234
1.165977,0.47232926,0.06296305
1.8511147,0.07747619,0.06811132
1.717588,0.2065474,0.15304108
2.4002335,1.2627219,1.2439991
3.0733562,1.7170177,1.4765198
2.3428314,0.94556814,0.8407834
3.5767474,0.4031961,0.38309285
2.380676,0.8699568,0.8493859
2.0338354,0.18927306,0.1862314
3.2170942,1.6199269,0.3239467
1.8586257,0.334012,0.22307014
