initial,last,min
2.0084002,0.1752677,0.15773074
1.9242717,0.819127,0.819127
2.988287,1.1543761,0.74466383
2.9237695,0.4091357,0.3938211
1.9678376,0.6632659,0.61928564
1.8613127,0.6187543,0.59217066
1.6594192,0.7938015,0.7779018
4.1287637,0.95119804,0.9268597
2.2393944,0.11048147,0.072331056
1.1661924,0.09316715,0.07886184
1.837457,0.8944408,0.86976635
1.6731244,0.58070964,0.5715313
2.4001434,1.0711489,1.0711489
3.0854993,1.9833763,1.9466199
2.3621042,1.2749486,1.2543828
3.605388,1.4767084,1.4437171
2.4107025,0.94688797,0.9411666
2.1008403,0.3014509,0.29876792
3.2052584,1.4046105,1.4011729
1.8711035,1.2190589,1.2077056
