initial,last,min
1.9932401,0.5573805,0.051625248
1.930699,0.7307102,0.6178695
2.893301,1.6844838,0.11631288
2.8831038,0.854334,0.854334
1.9396538,0.9927641,0.97230476
1.8487998,0.3904068,0.3875048
1.7049394,0.036207348,0.03212757
4.122048,1.5404385,1.2887486
2.2432196,0.53742754,0.09198584
1.1534158,0.11961158,0.02107748
1.8386074,0.20712966,0.10641447
1.7290499,0.8230544,0.638244
2.4094048,1.1754817,0.81028014
3.082672,0.75425106,0.7480758
2.3398526,0.23518243,0.2048284
3.6123502,1.449858,1.165685
2.3901844,0.87166196,0.8496044
2.0738957,1.3011901,1.1328251
3.2058053,1.3219534,1.2876158
1.8901163,1.0357322,1.0357322
