initial,last,min
2.0068018,0.86868316,0.8429587
1.9144014,1.0517006,0.75422883
2.8309004,1.1296468,1.1077611
2.974739,0.94949657,0.9274559
1.9672791,0.5693027,0.5676997
1.8612357,0.8847134,0.8847134
1.6986436,0.733843,0.70785064
4.178281,1.3152506,1.2814308
2.2665505,1.2452924,1.2088994
1.1628293,0.053879827,0.053879827
1.8410629,1.1326311,0.8769628
1.7235329,0.5725599,0.56333584
2.4001434,1.1169417,1.0724207
3.057605,1.0751877,1.0690721
2.371398,1.3686391,1.3485475
3.5923724,1.5761425,1.5481764
2.427117,0.95911217,0.9056973
2.0628302,0.20825514,0.16437742
3.2204149,1.3522373,1.3220185
1.8601424,0.23129031,0.23129031
