initial,last,min
1.9381964,0.08842517,0.08456168
1.9086927,0.8586527,0.8455366
2.95977,0.19085138,0.19085138
2.909652,0.64661264,0.64125824
1.9762774,0.8744629,0.8327324
1.8691876,0.41328388,0.39840996
1.7018062,0.037869018,0.037397675
4.1408362,1.9901059,1.9901059
2.2027168,0.11425683,0.082103305
1.1662241,0.041672796,0.035234988
1.84778,1.1120975,1.0886075
1.7237631,0.77332133,0.74818
2.420366,1.1187794,1.0727034
3.0843225,1.4645405,1.4541571
2.3690526,0.30961698,0.29538593
3.649817,1.1702183,1.1271701
2.4043097,0.1411944,0.12648697
2.0738268,0.10160009,0.08610814
3.2316115,0.3231019,0.29265007
1.8717703,0.124131285,0.11924413
