initial,last,min
1.9381964,1.0334555,0.7165043
1.9086927,1.1365541,1.0056838
2.9243512,0.8791837,0.8746248
2.9564826,1.2630228,1.2399486
1.9769763,0.8334528,0.78548187
1.8692346,1.142847,1.0893489
1.695718,0.3316796,0.15236218
4.167208,2.0719476,1.8495791
2.2024424,1.2560582,1.0635456
1.1432675,0.8516151,0.7051914
1.8146621,1.0387839,0.8281311
1.6929318,0.7983915,0.58727145
2.4184542,0.055511948,0.055511948
3.0662537,1.835542,1.8328707
2.367414,0.88094664,0.7185339
3.6156933,0.49329847,0.40585712
2.3889987,1.3045341,1.2581252
2.0731852,0.23579066,0.08378576
3.2330678,1.2871106,1.2871106
1.8629125,0.38829136,0.1406264
