initial,last,min
1.971969,0.05585207,0.04341215
1.9129815,1.4392684,1.0254761
2.9255223,0.17821771,0.15964164
2.909652,0.2063201,0.19833326
1.9208488,0.6367387,0.55290794
1.8602014,0.6411335,0.62939805
1.705194,0.8223472,0.8223472
4.1275783,1.6088227,1.4411519
2.2608242,0.1325092,0.1325092
1.1684909,0.1481903,0.1481903
1.8364007,0.3055567,0.20646633
1.7164974,0.6209535,0.5197378
2.4228597,1.3510745,0.9453838
3.0538862,0.5621957,0.5621957
2.371398,1.2948349,1.1785889
3.605388,1.1175996,0.793178
2.3979383,1.4924773,0.97028047
2.0338354,1.4855655,1.0694653
3.2107096,1.0145123,0.84613526
1.8891367,0.7692583,0.5491822
